id,source,title,company,location,country,posted_date,first_seen,last_seen,salary_min,salary_max,url,status,notes
job_bank_canada:ed836bd3b9ed5710,job_bank_canada,reliability technician,,,CA,2026-09-18,2026-09-19,2026-09-20,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50316634,New,
job_bank_canada:e5721085c0a0d336,job_bank_canada,drone technician,,,CA,2026-09-18,2026-09-19,2026-09-20,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50315643,New,
job_bank_canada:ede903502cf615b9,job_bank_canada,house automation technician,,,CA,2026-09-19,2026-09-19,2026-09-21,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50321884,New,
job_bank_canada:e88f1b82ed183c1e,job_bank_canada,vibration technologist,,,CA,2026-09-18,2026-09-19,2026-09-21,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50320526,New,
job_bank_canada:1bad5ecabb0a82ab,job_bank_canada,"heating, ventilation and air conditioning (HVAC) systems specialist",,,CA,2026-09-17,2026-09-19,2026-09-19,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50320378,New,
job_bank_canada:cb5b553cbbab3eda,job_bank_canada,building systems engineer,,,CA,2026-09-17,2026-09-18,2026-09-19,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50310193,New,
job_bank_canada:44ad8acaf2dcc23a,job_bank_canada,automotive engineer,,,CA,2026-09-17,2026-09-18,2026-09-19,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50310276,New,
job_bank_canada:f2fb738b7d7fa087,job_bank_canada,mould designer,,,CA,2026-09-17,2026-09-18,2026-09-19,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50308285,New,
job_bank_canada:9b6a0af6edd3551f,job_bank_canada,automation technician,,,CA,2026-09-17,2026-09-18,2026-09-19,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50308118,New,
job_bank_canada:a9b32eed3b773064,job_bank_canada,mechanical design engineer,,,CA,2026-09-18,2026-09-18,2026-09-20,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50313818,New,
job_bank_canada:09a2ae11a3ebc45b,job_bank_canada,design engineer - mechanical,,,CA,2026-09-16,2026-09-18,2026-09-18,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50315049,New,
job_bank_canada:123741f8922e1360,job_bank_canada,mechanical design engineer,,,CA,2026-09-16,2026-09-18,2026-09-18,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50313135,New,
job_bank_canada:63356c8f54b72f59,job_bank_canada,robotics engineer,,,CA,2026-09-16,2026-09-17,2026-09-18,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50299412,New,
job_bank_canada:91226f971ca0bb28,job_bank_canada,field service engineer,,,CA,2026-09-15,2026-09-17,2026-09-17,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50291382,New,
job_bank_canada:3c99eefa5ddd22bf,job_bank_canada,mechanical engineer,,,CA,2026-09-14,2026-09-17,2026-09-17,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50289915,New,
job_bank_canada:f3e276f884232658,job_bank_canada,mechanical engineering design technologist,,,CA,2026-09-16,2026-09-17,2026-09-18,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50304021,New,
job_bank_canada:99e6ce449934e094,job_bank_canada,automation technician,,,CA,2026-09-16,2026-09-17,2026-09-18,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50302272,New,
job_bank_canada:7011961c8c6e9615,job_bank_canada,drone technician,,,CA,2026-09-16,2026-09-17,2026-09-18,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50301957,New,
job_bank_canada:a7091b7d9784b827,job_bank_canada,"designer, machines",,,CA,2026-09-16,2026-09-17,2026-09-18,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50301971,New,
job_bank_canada:06150a822d4ee305,job_bank_canada,"designer, machines",,,CA,2026-09-16,2026-09-17,2026-09-18,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50300716,New,
job_bank_canada:e4d9b1ec37af1b82,job_bank_canada,drone technician,,,CA,2026-09-16,2026-09-17,2026-09-18,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50299749,New,
job_bank_canada:8fe22487a27fdd04,job_bank_canada,drone technician,,,CA,2026-09-16,2026-09-17,2026-09-18,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50299372,New,
job_bank_canada:fcf5a86039b01111,job_bank_canada,drone technician,,,CA,2026-09-15,2026-09-17,2026-09-17,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50295783,New,
job_bank_canada:70443272ccaa83ac,job_bank_canada,automation technologist,,,CA,2026-09-15,2026-09-17,2026-09-17,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50291949,New,
job_bank_canada:3c59f61f57523878,job_bank_canada,drone technician,,,CA,2026-09-15,2026-09-17,2026-09-17,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50291844,New,
job_bank_canada:fbc7308a65fc4e31,job_bank_canada,house automation technician,,,CA,2026-09-15,2026-09-17,2026-09-17,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50291140,New,
job_bank_canada:a4dba1ee114e7ee8,job_bank_canada,house automation technician,,,CA,2026-09-14,2026-09-17,2026-09-17,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50289347,New,
job_bank_canada:f38d3c82dfa49298,job_bank_canada,mechanical engineer,,,CA,2026-09-17,2026-09-17,2026-09-19,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50306559,New,
job_bank_canada:be7515ef60dfc4c2,job_bank_canada,power equipment design technician,,,CA,2026-09-16,2026-09-17,2026-09-19,,,https://www.jobbank.gc.ca/jobsearch/jobposting/50304832,New,
